S5A,STA1W,WCA1ME,1-8C,S6,S39
0,0,0,0,0,0.02
0,0,0,0.01,0.15,0
0,0,0,0.07,0,0
2.46,2.04,2.77,3.39,3.37,2.46
4.52,3.39,3.46,3.65,1.81,1.81
0.12,0.1,0.13,0.03,0.17,0.01
0.14,0.06,0.01,0,0,0.16
0.42,1,0.08,0,1.18,0.21
0.19,0.44,0.02,0,0.78,1.25
0,0,0,0,0.01,0.06
0.13,0.37,0.04,0,0.01,0.01
1.39,1.19,0,0,0,0.01
0.69,1.56,0,0,0,0
0,0,0,0,0,0
0.03,0.09,0,0,0,0.02
1.07,0.75,0.15,0.12,0.09,0.07
0.06,0.67,1.4,0,0.66,0.32
0,0,0,0,0,0
0.09,0.1,0.31,0,0.05,0.11
0,0,0,0,0.01,0.01
0.08,0.11,0.03,0,0.05,0.01
2.89,3.98,3.53,1.25,4.67,4.23
0,0,0,0,0,0.01
0,0,0,0,0,0.01
0.03,0.14,0.06,0.07,0.02,0.03
0.03,0.13,0,0,0.01,0
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0,0,0,0,0.03
0,0,0,0,0,0.05
0,0,0,0,0,0.01
0,0.01,0,0,0,0.01
0,0,0,0,0,0
0.01,0,0,0,0,0.01
0.07,0,0.01,0,0.02,0.02
0.01,0.01,0,0,0,0.02
0,0.01,0,0,0,0
0,0.01,0,0,0,0.02
0,0,0,0.04,0,0.02
0,0.03,0,0.04,0,0.37
0.57,0.83,0.11,0.13,0.06,0.08
0,0,0,0.02,0.1,0
0,0,0,0,0,0.01
0,0,0,0.01,0,0.02
1.09,2.58,0.9,2.05,1.31,1.69
1.13,1.11,0.06,0.01,0.18,0.41
0.34,0.37,0.27,0.2,0.19,0.26
0,0.01,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0.01
2.92,2,6.38,2.34,1.97,2.98
0,0.02,0.29,0.22,0,0.16
0,0.06,0.68,1.13,0.11,0.13
0.01,0.06,0,0,0.01,0
0,0.02,0,0,0,0
0.04,0,0.15,0.92,0,0.04
0.03,0.25,0.16,0.02,0.09,0.01
0,0,0,0,0,0.03
0.02,0.14,0.58,0.04,0.04,0.28
0.63,0.61,0.54,0.21,1.47,0.74
0.14,0.16,0.09,0,0,0.03
0,0,0.09,0,0.16,0.01
0,0.01,0,0,0,0
0,0,0,0,0.15,0
0,0,0,0,0,0
0,0,0,0,0,0
0.05,0.04,0.08,0,0.07,0
0,0,0,0,0,0
0,0,0,0.02,0.03,0.2
0.44,0.65,0.75,0.94,0.36,0.48
0,0.01,0.01,0.03,0.02,0
0.31,0.61,0.13,0.08,0.57,0.97
0,0.02,0.18,0.15,0.27,0.08
0,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0.13,0,0.02,0.28
0.01,0.02,0.03,0,0.19,0.05
0.02,0.01,0.02,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.04,0.01,0,0,0.02,0
0.01,0.04,0.16,0,0.11,0.19
0,0,0.03,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.12,0.16,0.15,0.42,0.38,0.35
0.09,0.1,0.07,0.03,0.1,0.06
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.3,0.32,0.43,0.4,0.29,0.28
0,0.01,0.01,0,0,0
0,0,0,0,0,0
0.06,0.01,0.03,0.02,0.03,0.08
0.03,0,0,0,0,0
0.02,0.01,0.07,0.01,0.01,0.06
0.01,0,0,0.01,0.01,0.01
0,0,0.01,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.27,0.04,0.17,0.24,0.15,0.13
0.23,0.05,0.12,0.23,0.01,0.14
0,0,0,0,0.01,0
0,0.01,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.07,0,0.11,0,0,0.07
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0.07,0.02,0.13,0.09,0.13,0.09
0,0,0,0.02,0.01,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0,0,0,0.01,0
0.05,0.1,0.16,0.05,0.12,0.04
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0.01,0,0.01,0.01,0.02
0,0.02,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0,0,0,0.01,0
0.01,0.01,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.36,0.43,0.17,0.06,0.14,0.15
0,0.01,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.04,0,0,0
0,0,0,0,0,0
0.01,0.01,0,0,0.01,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0.01,0,0,0,0
1.12,0.93,1.28,2.69,0.51,1.67
0.07,0.11,0.09,0.05,0.07,0.2
0.01,0,0,0.01,0.01,0.03
0.14,0.07,0.82,0.28,0.35,0.5
0.01,0.01,0.05,0.04,0.03,0.01
0,0.03,0.39,0.36,0.19,0.55
0,0,0,0,0,0.04
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.08,0.13,0.07,0,0.17,0.11
0,0,0,0.01,0,0
0.82,2.45,0.06,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.03,0.01,0.08,0.33,0,0
0,0,0.01,0.02,0.04,0
0,0,0.01,0,0.01,0
0,0,0.05,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.93,0.84,0.65,0.3,0.05,0
0.47,0.18,0.74,0.65,0.28,0.19
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0,0
0,0,0,0.06,0,0
0,0,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.75,0,0,0.02,0
0.02,0.27,0.23,0.22,0.04,0.13
0,0,0,0,0.02,0.42
0.44,0.3,0.65,0.31,0.05,0.1
0.02,0,0.01,0.42,0,0.01
0.02,0.11,0,0.04,0.05,0.51
1.27,0.78,1.86,1.13,0.98,1.38
1.22,0.83,3.86,0.35,1.85,5.9
0.15,0.11,0.11,0.16,0.01,0.27
0.99,0.41,0.32,0.43,0.32,0.66
1.7,0.83,0.79,0.09,0.22,0.57
0.36,0.18,0.2,1.61,0.49,1.02
0.09,0,0,0,0.01,0
1.22,0.24,0.19,0.28,0.03,0.06
0.73,0.19,0.69,0.08,0.08,0.15
1.15,1.1,0.92,0.26,0.11,0.56
0.04,0.19,0.15,0.09,0.23,0.24
0.08,0.44,1.21,1.1,0.14,0.39
0.09,0.2,0.36,0.26,0.09,0.02
0,0,0.01,0.04,0.14,0.61
0.01,0.01,0,0.01,0.01,0.3
1.11,1.24,0.02,0,0.28,0.01
0.1,0.22,0,0.01,0.05,0
0.01,0.04,0,0,0,0.03
0.9,1.06,1.58,1.21,1.61,0.31
0.57,0.35,0.14,0.12,1.13,0.65
0.01,0.02,0.01,0.14,0.02,0.03
1.2,0.72,1.03,0.5,0.11,0.56
0.01,0,0.01,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.07,0.08,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.4,0
0,0,0.84,0.07,0.04,0.11
0,0,0,0,0,0
0,0,0,0.04,0,0.02
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.07,3.11,2.48,1.35,2.18,3.25
0.1,0,0,0.01,0.01,0.04
0.01,0.05,0,0.01,0,0.06
1.45,1.07,0.16,0.46,0.36,1.34
0.46,0.16,0.75,0.12,0.22,0.07
0.09,0.34,0.16,0.83,0.68,1.22
0.59,0.71,0.96,0.71,0.68,0.76
0.73,1.07,1.08,0.87,1.35,1.1
0.46,0.68,0.31,0.39,0.69,0.15
1.22,0.62,0.39,0.19,0.98,0.17
0.23,0.02,0,0.01,0,0
0.01,0,0,0,0,0
0.01,0.01,0.44,0,0,0
0.01,0,0.06,0,0,0.02
0,0,0,0,0,0
0.05,0.08,2.28,1.36,0.98,0.04
0.3,0.55,0.69,0.2,0.28,1.44
0.01,0,0,0.15,0.01,0
0,0,0.53,0.01,0,0
0,0,0,0,0.01,0
0.03,0.12,1.03,0.13,0.08,0.21
1.18,0.01,0.01,0.01,0.01,0
0.29,0.36,0,0.01,0.04,0.06
0,0.01,0,0,0.07,0.03
0.24,0.07,0,0,0.1,0
0.16,0.1,0.69,0.68,0.07,1.03
1.35,1.82,1.71,0.29,0.35,0.18
0,0.2,0.01,0.05,0.23,0
0,0,0,0,0,0
0,0,0.02,0,0.56,0
0,0,0,0,0.17,0.63
1.44,0.02,0,0.4,0.07,0
0.34,0.46,0.02,0.05,0.06,0.03
0,0,0,0,0,0
0,0,0,0.06,0,0.76
0.29,0.02,0,0,0.03,0
0,0,0.09,0.12,0,1.85
0,0,0.08,0.04,0,0.58
0,0,0,0,0.01,0
0,0,0,0.03,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0.01,0.03,0,0,0
0,0,0.05,0,0.64,0
0.46,0.55,0.17,0.25,0,0.16
0.01,0.01,0.01,0,0.01,0.01
0.04,0,0,0,0,0
0.05,0.45,0,0.07,0.04,0
0.29,0.43,0,0.01,0.1,0
0.01,0,0,0,0,0
0,1.27,0,0,0,0
0,0,0.46,0,0.01,0.4
0,0,0,0,0,0
1.6,0.55,0,0.46,1.48,1.75
0,0,0.01,0.01,0,0.01
0.58,0.22,0.16,0.75,0.02,0.09
0,0,0.04,0.05,0.26,0.35
0.41,0.19,0.02,0.03,0.4,0.02
0.01,0.1,0.03,0,0,0
0,0,0,0,0.06,0
0.4,0.03,0.66,0.04,0.56,0
0.48,0.25,0.87,0.09,1.68,0.01
0.01,0.03,0.19,0.96,0,0.52
0.01,0,0.52,0.56,0.02,0.73
0.14,0,0,0.01,0.05,0.06
0,0.02,1.19,0.38,0.01,0
0.64,0.43,0.05,0.13,0.16,0.26
0.12,0.18,0.02,2.34,0.04,0.9
0.04,0,0.4,0,0.78,0
0,0,0.95,0.55,0,0
2.47,1.82,0.35,1.51,0.47,0.6
0.01,0,0,0.01,0.01,0
0.09,0.08,0.71,0.55,2.02,3.61
0.1,0.17,0.17,0.08,0.28,0.26
2.41,1.18,0.01,0,0,0.08
0.58,0.01,0.01,0,1.66,0
0.68,0.09,0,0,0.05,0
0.01,0.02,0.68,0.19,0.02,0.01
0.11,0.21,0.04,0.06,1.9,0.15
0.01,0.02,0.56,0.05,0.35,0.67
0.84,0.02,0,0,0.01,0.48
0.03,0.08,0.03,0.04,0.1,0.02
0.22,0.6,0.27,0.72,0.07,0.08
0.01,0.31,0.38,0.39,0.18,0.4
0,0,0,0,0,0
0,0,0,0,0.02,0
0,0,0,0,0.01,0
0,0,0,0,0,0.05
0,0,0.08,0.51,0,1.51
0,0,0,0,0,0.13
0,0.11,0,0.08,0,0.02
0,0,0,0,0,0.02
0.02,0.18,0.13,0.25,0.02,1.01
0.29,0.55,0.11,0.21,0.07,0.01
0,0.45,0.01,0.11,0.05,1.74
0.16,0.6,0,0.02,0,0
0.17,0.18,0.03,0,0.55,0.29
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0.01,0,0,0,0
0,0,0,0,0,0
0,0,0.36,0,0,0
0.01,0,0.01,0,0,0
0,0,0,0,0,0
0.03,0.12,0.09,0,0,0
0,0.01,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.02
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.02,0,0,0.24
0,0,0,0.01,0,0
0,0,0,0,0,0.06
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0.03,0.4,0.05,0
0.01,0,0.02,0.01,0.01,0
0.2,0.15,0.05,0.22,0.14,0.34
0.01,0.01,0.13,0.01,0.01,0.02
0.25,0.82,0,0,2.11,0.08
0.12,0.13,0.01,0,0.01,0
0.01,0.01,0,0,0,0
0.02,0,0,0.18,0,0
0,0,0,0,0,0
0,0,0.03,0,0.01,0
0,0,0,0.06,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0
0,0.01,0.05,0.05,0,0.02
0.4,0.31,0.06,1.11,0,0.02
0,0,0.01,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0.09
0.04,0.03,0.06,0.06,0,0.02
0,0.01,0,0,0,0
0.22,0.28,0.38,0.11,0.55,0.06
0.03,0.02,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0.02,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0.04,0.01,0,0,0.01,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0.01,0,0.01,0
0.74,0.75,0.78,1.04,0.78,1.01
0,0.01,0,0.01,0,0
0,0,0.01,0,0,0
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.03,0.01,0.06
0,0,0,0.02,0.04,0
0.19,0.02,0.03,0.08,0.3,0
0.53,0.38,0.19,0.22,0.22,0.8
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0.01,0.01,0
0,0.01,0.01,0,0.01,0.01
0,0,0,0,0,0
0.68,1.65,2.47,2.35,1.72,1.72
0.06,0.07,0.04,0.2,0.01,0.01
0,0,0,0.01,0.01,0
0.17,0.16,0.5,0.93,0.24,0.53
0.01,0.03,0,0.01,0,0
1.67,0.19,3.65,3.13,1.47,4.36
0.56,0.84,0.6,1.16,1.02,0.69
0.01,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0.09,0.2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.02,0,0
0.18,0.3,0.33,0.26,0.32,0.31
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.25,0.27,0.37,0.39,0.34,0.34
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0.21,0,0
0,0,0,0,0.01,0
0.49,0.53,0.97,0.54,0.74,0.58
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0.14,0.05,0,0,0,0
0,0,0,0,0,0.01
0.01,0,0,0,0,0
0.14,0.16,0.02,0.09,0.06,0.29
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.63,0.67,0.56,0.74,0.74,0.8
0.07,0.14,0.22,0.29,0.28,0.04
0,0,0,0,0.01,0
0,0,0,0,0.01,0.01
0.22,0.29,0.01,0,0.04,0.02
0,0,0.01,0,0.01,0.01
0,0,0,0.01,0,0
0,0,0,0,0,0
0.15,0.26,0.19,0.2,0.2,0.01
0.01,0,0,0,0,0.01
0,0.01,0,0,0,0
0.45,0.61,0.79,0.61,0.77,0.68
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0.02
0.01,0.02,0.1,0.09,0.08,0.14
0,0,0,0.01,0,0
0.91,0.87,1.84,2.08,0.58,0.3
0,0,0,0,0,0
0.01,0,0,0,0,0
0.2,0.23,0.35,0.35,0.35,0.22
0,0.01,0.01,0.01,0.01,0
0.01,0,0,0,0.01,0
0.17,0.18,0.16,0.2,0.14,0.17
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
1.67,0.99,0,0,0.02,0
4.13,4.37,2.54,2.16,2.45,1.45
0,0.01,0,0.01,0.02,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.07,0.08,0.1,0.09,0.11,0.05
0.01,0,0.01,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.44,0.4,0.95,1.23,0.66,0.17
0.09,0.1,0.17,0.29,0.2,0.25
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0.1,0.03,0.13,0.22
0,0,0,0,0.01,0
0.01,0,0.03,0,0.03,0
1.01,1.19,0.87,1.16,0.79,1.32
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0,0
0.01,0,0,0,0.01,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0.01,0
0,0.01,0,0,0,0
0,0,0,0,0,0
0.09,0.11,0.27,0.2,0.57,0.06
0.68,2.16,0.91,2.02,0.8,0.75
0,0,0.03,0.01,0.02,0.01
0,0,0.13,0.1,0.09,0.01
0,0,0,0,0,0
0.52,0.25,0.14,0.22,0.2,0.11
0.02,0.03,0.08,0.09,0.05,0.11
0.45,0.6,0.43,0.58,0.6,0.83
0.04,0.06,0.15,0.18,0.17,0.29
0.62,1.4,0.54,0.67,0.54,1.16
0.01,0,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.23,0,0
1.38,1.58,2.04,1.97,2.29,2.55
0,0,0,0,0.01,0
0.01,0.01,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.36,0.71,0.97,0.51,1.04,0.12
0.24,0.48,1.18,0.15,0.43,0.58
0.01,0,0,0,0.11,0.01
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.08,0.08,0,0.03,0.03,0.06
1.12,0.87,0.45,1.39,0.57,0.07
0.02,0.01,0.01,0.01,0.01,0.01
1.77,1.81,0.79,0.12,1.87,0.67
0,0.01,0.01,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0,0.38,0.23,0.02,0.9
0,0,0,0,0,0
0,0,0,0,0,0
0,0.25,1.38,0.04,3.11,0.08
0.64,0.73,0.01,0.06,0.64,0.01
0,0.03,0,0.01,0.01,0
0.46,0.29,0,0.47,0.12,0
0.49,0.57,2.68,2.6,0.03,0.02
0.11,0.22,0.73,0.24,1.1,0.12
0.85,0.7,1.29,0.11,1.31,0.24
0.05,0.04,0.1,0.51,0.02,0.01
0.03,0.01,0,0.01,0,0
0.49,0.37,0,0.33,0,0.22
0,0.03,0.01,0.03,0.03,0.02
0,0.01,0.01,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.07,0.32,0
0.9,0.79,0.42,0.01,0.05,0.29
0,0.01,0,0.5,0,0
0.01,0,0,0,0,0
0,0.1,0,0,0,0
0.71,1.65,0.18,0,0.22,0.25
1.3,0.84,1.01,0.02,1.51,0.67
0.17,0.02,0.11,1.04,0,0
0.44,0.04,0.1,0,0.37,0.04
0,0,0.04,0.17,0,0.01
0.03,0.01,0,0.01,0,0
0.04,0.16,0,0,0,0
0.01,0.01,0,0,0,0.03
0,0,0,0.02,0,0.09
0,0,0,0,0,0.03
0,0,0,0.02,0,0.04
0,0,0,0,0,0.02
0,0,0,0,0,0
0.14,0,0.26,0,0.36,0.05
0,0.02,0,0,0.06,0
0.28,0.36,0.93,0.96,2.08,0.5
0.43,1.48,1.53,0.4,0.68,0.17
0.56,0.59,2.03,0.74,1.64,0.67
0.12,0.12,0.1,0.12,0.54,0.28
0.01,0,0.01,0,0.01,0.01
0.05,0.15,0,0,0.02,0.01
0,0,0.11,0.01,0.18,0.01
0,0,0,0,0,0
0,0,0.04,0.25,0.01,0
0,0,0.01,0.01,0,0
0,0,0,0,0,0
0.21,0,0.01,0.2,0,0.05
0.89,0.84,1.35,0.13,2.12,0.21
